geo,Sector_name,OBS_VALUE,TIME_PERIOD
LT,4.C - Grassland,-1419.1868,2014.0
LT,4.C - Grassland,-430.33721,2020.0
LT,4.C.2 - Land converted to grassland,-3857.04215,2001.0
LT,4.C.2 - Land converted to grassland,-3903.52991,2005.0
LT,4.C.2 - Land converted to grassland,-2695.42592,2016.0
LT,4.C.2 - Land converted to grassland,-2358.96538,2018.0
LT,4.G - Harvested Wood Products,-851.24553,1995.0
LT,4.G - Harvested Wood Products,-1427.64414,2007.0
LT,4.G - Harvested Wood Products,-1012.32012,2008.0
LT,4.G - Harvested Wood Products,-1243.27699,2015.0
LU,4.A - Forest Land,-562.62788,2006.0
LU,4.A - Forest Land,-390.14065,2012.0
LU,4.A - Forest Land,-298.35074,2018.0
LU,4.A.1 - Forest Land remaining forest land,-607.76076,1993.0
LU,4.A.1 - Forest Land remaining forest land,-559.88298,1996.0
LU,4.A.1 - Forest Land remaining forest land,-641.98679,1997.0
LU,4.A.1 - Forest Land remaining forest land,-623.39072,2002.0
LU,4.A.1 - Forest Land remaining forest land,-439.5546,2009.0
LU,4.A.1 - Forest Land remaining forest land,-480.56215,2020.0
LU,4.A.2 - Land converted to forest land,-43.49731,1994.0
LU,4.A.2 - Land converted to forest land,-43.61213,1995.0
LU,4.A.2 - Land converted to forest land,-36.90465,2008.0
LU,4.B - Cropland,-32.97974,2014.0
LU,4.B - Cropland,-61.11503,2016.0
LU,4.B.1 - Cropland remaining cropland,-3.03153,2011.0
LU,4.C - Grassland,-40.13961,2010.0
LU,4.C - Grassland,-11.80629,2015.0
LU,4.C - Grassland,-7.24875,2019.0
LU,4.C.2 - Land converted to grassland,-62.18914,1999.0
LU,4.C.2 - Land converted to grassland,-4.69421,2022.0
LU,4.G - Harvested Wood Products,-19.29475,1997.0
LU,4.G - Harvested Wood Products,-10.85674,2006.0
LU,4.G - Harvested Wood Products,-4.85616,2007.0
LU,4.G - Harvested Wood Products,-7.25438,2023.0
IE,4.A - Forest Land,-2723.21162,1990.0
IE,4.A - Forest Land,-2048.97717,1997.0
IE,4.A - Forest Land,-772.75869,2003.0
IE,4.A - Forest Land,-2934.51784,2008.0
IE,4.A.1 - Forest Land remaining forest land,-174.13733,1996.0
IE,4.A.2 - Land converted to forest land,-2622.12156,2002.0
IE,4.A.2 - Land converted to forest land,-2828.39822,2017.0
IE,4.A.2 - Land converted to forest land,-2927.47451,2018.0
IE,4.A.2 - Land converted to forest land,-2714.93591,2019.0
IE,4.A.2 - Land converted to forest land,-3056.66462,2022.0
IE,4.B - Cropland,-44.65904,1995.0
LU,4.A - Forest Land,-647.96763,2003.0
LU,4.A - Forest Land,-317.90865,2011.0
LU,4.A - Forest Land,-482.83723,2014.0
LU,4.A - Forest Land,-494.59705,2020.0
LU,4.A.1 - Forest Land remaining forest land,-402.9874,2015.0
LU,4.A.2 - Land converted to forest land,-43.71656,1997.0
LU,4.A.2 - Land converted to forest land,-15.33051,2019.0
LU,4.A.2 - Land converted to forest land,-12.73322,2021.0
LU,4.B - Cropland,-74.93643,2022.0
LU,4.B.1 - Cropland remaining cropland,-76.53547,2019.0
LU,4.B.1 - Cropland remaining cropland,-75.73414,2020.0
IE,4.B - Cropland,-9.60741,2007.0
IE,4.B.1 - Cropland remaining cropland,-44.1863,1998.0
IE,4.B.1 - Cropland remaining cropland,-4.84905,2013.0
IE,4.B.1 - Cropland remaining cropland,-51.20448,2014.0
IE,4.G - Harvested Wood Products,-1129.66901,2005.0
IE,4.G - Harvested Wood Products,-1273.91578,2006.0
LU,4.B.1 - Cropland remaining cropland,-75.782,2022.0
LU,4.C - Grassland,-68.09165,1991.0
LU,4.C - Grassland,-42.6038,2007.0
LU,4.C - Grassland,-16.01617,2014.0
LU,4.C - Grassland,-12.37752,2018.0
LU,4.C.2 - Land converted to grassland,-68.01607,1990.0
LU,4.C.2 - Land converted to grassland,-68.09165,1991.0
LU,4.C.2 - Land converted to grassland,-68.12496,1992.0
LU,4.C.2 - Land converted to grassland,-68.3073,1993.0
LU,4.C.2 - Land converted to grassland,-58.06299,2002.0
LU,4.C.2 - Land converted to grassland,-42.57602,2009.0
LU,4.G - Harvested Wood Products,-2.23269,1994.0
LU,4.G - Harvested Wood Products,-12.44171,1995.0
LU,4.G - Harvested Wood Products,-15.46269,1996.0
LU,4.G - Harvested Wood Products,-6.07829,2003.0
LU,4.G - Harvested Wood Products,-23.15598,2004.0
LV,4.A - Forest Land,-18212.40677,1995.0
LV,4.A - Forest Land,-10362.96211,1999.0
LV,4.A - Forest Land,-7037.10236,2009.0
LV,4.A - Forest Land,-3232.09549,2016.0
LV,4.A.1 - Forest Land remaining forest land,-9049.09354,2006.0
LV,4.A.1 - Forest Land remaining forest land,-9841.21436,2008.0
LV,4.A.1 - Forest Land remaining forest land,-4415.85825,2010.0
LV,4.A.1 - Forest Land remaining forest land,-2433.32291,2020.0
LV,4.A.1 - Forest Land remaining forest land,-617.65141,2021.0
LV,4.A.2 - Land converted to forest land,-11.69708,1991.0
LV,4.A.2 - Land converted to forest land,-19.84506,1995.0
LV,4.A.2 - Land converted to forest land,-37.35663,1998.0
LV,4.A.2 - Land converted to forest land,-65.71069,2001.0
LV,4.A.2 - Land converted to forest land,-177.02908,2018.0
LV,4.A.2 - Land converted to forest land,-161.29466,2020.0
LV,4.A.2 - Land converted to forest land,-255.80738,2023.0
LV,4.C.2 - Land converted to grassland,-38.89365,2002.0
LV,4.E - Settlements,-28.14175,1992.0
LV,4.E - Settlements,-23.405,1995.0
LV,4.E - Settlements,-360.12572,2012.0
LV,4.E - Settlements,-179.02926,2015.0
LV,4.E.1 - Settlements remaining settlements,-60.9579,1993.0
LV,4.E.1 - Settlements remaining settlements,-67.32083,1997.0
LV,4.E.1 - Settlements remaining settlements,-67.76955,1999.0
LV,4.E.1 - Settlements remaining settlements,-138.44575,2021.0
LV,4.G - Harvested Wood Products,-2422.65232,2000.0
LV,4.G - Harvested Wood Products,-2146.11747,2004.0
LV,4.G - Harvested Wood Products,-995.44801,2008.0
LV,4.G - Harvested Wood Products,-1973.23069,2011.0
LV,4.G - Harvested Wood Products,-2100.74374,2016.0
IS,4.A - Forest Land,-35.68002,1992.0
IS,4.A - Forest Land,-79.07513,1999.0
IS,4.A - Forest Land,-280.87755,2009.0
IS,4.A - Forest Land,-408.54263,2015.0
IS,4.A - Forest Land,-501.2865,2019.0
IS,4.A - Forest Land,-553.69613,2023.0
IS,4.A.1 - Forest Land remaining forest land,-1.99807,1992.0
IS,4.A.1 - Forest Land remaining forest land,-2.78618,1995.0
IS,4.A.1 - Forest Land remaining forest land,-10.3082,2006.0
IS,4.A.1 - Forest Land remaining forest land,-126.88731,2011.0
IS,4.A.1 - Forest Land remaining forest land,-122.88086,2014.0
IS,4.A.1 - Forest Land remaining forest land,-135.7006,2023.0
IS,4.A.2 - Land converted to forest land,-29.151,1991.0
IS,4.A.2 - Land converted to forest land,-38.58634,1993.0
IS,4.A.2 - Land converted to forest land,-113.45632,2004.0
IS,4.A.2 - Land converted to forest land,-129.50331,2005.0
IS,4.A.2 - Land converted to forest land,-219.13743,2012.0
LV,Total net emissions (UNFCCC),-2101.43915,1994.0
LV,Total net emissions (UNFCCC),-2501.13323,1996.0
LV,Total net emissions (UNFCCC),-2251.19958,2001.0
IS,4.C.2 - Land converted to grassland,-132.27479,2004.0
IS,4.C.2 - Land converted to grassland,-190.5485,2006.0
IS,4.C.2 - Land converted to grassland,-123.2779,2009.0
IS,4.G - Harvested Wood Products,-0.00729,1997.0
IS,4.G - Harvested Wood Products,-0.06058,2011.0
LV,4.A - Forest Land,-17024.19836,1990.0
LV,4.A - Forest Land,-17282.54446,1993.0
LV,4.A - Forest Land,-19757.43482,1994.0
LV,4.A - Forest Land,-15520.58788,1997.0
LV,4.A - Forest Land,-13246.74022,2000.0
LV,4.A - Forest Land,-9994.74212,2008.0
LV,4.A - Forest Land,-5059.89975,2019.0
LV,4.A - Forest Land,-784.42299,2021.0
LV,4.A.1 - Forest Land remaining forest land,-12177.53922,2003.0
LV,4.A.1 - Forest Land remaining forest land,-4832.34828,2011.0
LV,4.A.2 - Land converted to forest land,-31.67476,1997.0
LV,4.A.2 - Land converted to forest land,-169.97367,2009.0
LV,4.A.2 - Land converted to forest land,-142.63382,2011.0
LV,4.A.2 - Land converted to forest land,-171.10389,2019.0
LV,4.E - Settlements,-10.57944,1996.0
LV,4.E - Settlements,-328.5372,2013.0
LV,4.E - Settlements,-134.96246,2016.0
LV,4.E.1 - Settlements remaining settlements,-66.0484,2005.0
LV,4.G - Harvested Wood Products,-166.11305,1990.0
LV,4.G - Harvested Wood Products,-162.69199,1991.0
LV,4.G - Harvested Wood Products,-683.03941,1996.0
LV,4.G - Harvested Wood Products,-1761.23084,2010.0
LV,4.G - Harvested Wood Products,-1835.81717,2012.0
LV,4.G - Harvested Wood Products,-1819.97979,2015.0
LV,4.G - Harvested Wood Products,-2494.65607,2017.0
LV,4.G - Harvested Wood Products,-2114.05021,2020.0
LV,4.G - Harvested Wood Products,-2299.59428,2023.0
LV,Total net emissions (UNFCCC),-2333.79825,1995.0
IT,4.A - Forest Land,-21645.37975,1998.0
IT,4.A - Forest Land,-28751.10126,2017.0
IT,4.A.1 - Forest Land remaining forest land,-24042.21312,1992.0
IT,4.A.1 - Forest Land remaining forest land,-25820.803,2001.0
IT,4.A.1 - Forest Land remaining forest land,-29320.57743,2010.0
IT,4.A.1 - Forest Land remaining forest land,-26697.9872,2011.0
IT,4.A.1 - Forest Land remaining forest land,-38305.09572,2018.0
IT,4.A.2 - Land converted to forest land,-4121.95275,1994.0
IT,4.A.2 - Land converted to forest land,-5090.70714,2000.0
IT,4.A.2 - Land converted to forest land,-4406.93179,2007.0
IT,4.A.2 - Land converted to forest land,-6385.25142,2011.0
IT,4.A.2 - Land converted to forest land,-5375.26659,2012.0
IT,4.A.2 - Land converted to forest land,-9567.79875,2021.0
IT,4.B.1 - Cropland remaining cropland,-30.41282,1992.0
IT,4.B.1 - Cropland remaining cropland,-122.92218,2010.0
IT,4.C - Grassland,-1044.11842,1997.0
IT,4.C - Grassland,-3302.9813,2012.0
IT,4.C - Grassland,-7514.42964,2016.0
IT,4.C - Grassland,-6412.50044,2023.0
IT,4.C.1 - Grassland remaining grassland,-620.79416,1996.0
IT,4.C.1 - Grassland remaining grassland,-2064.4462,2006.0
IT,4.C.1 - Grassland remaining grassland,-1654.79527,2014.0
IT,4.C.1 - Grassland remaining grassland,-2849.58828,2018.0
IT,4.C.1 - Grassland remaining grassland,-2552.91353,2019.0
IT,4.C.2 - Land converted to grassland,-997.35505,1995.0
IT,4.C.2 - Land converted to grassland,-3127.44177,2002.0
IT,4.C.2 - Land converted to grassland,-6346.05095,2014.0
IT,4.G - Harvested Wood Products,-94.48522,1991.0
IT,4.G - Harvested Wood Products,-901.00786,1999.0
IT,4.G - Harvested Wood Products,-341.13696,2002.0
IT,4.G - Harvested Wood Products,-568.72527,2004.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-706.87925,2001.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-23.49169,2004.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-722.40514,2012.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-1098.94396,2016.0
IT,5.F.2 - Annual Change in Total Long-term C Storage,-42.59991,2021.0
IT,5.F.3 - Annual Change in Total Long-term C Storage in HWP Waste,-112.90248,1994.0
IT,5.F.3 - Annual Change in Total Long-term C Storage in HWP Waste,-128.43204,2013.0
IT,5.F.3 - Annual Change in Total Long-term C Storage in HWP Waste,-913.37251,2016.0
IT,5.F.3 - Annual Change in Total Long-term C Storage in HWP Waste,-125.82093,2018.0
MT,4.A - Forest Land,-0.01324,1990.0
MT,4.A.1 - Forest Land remaining forest land,-0.01224,1992.0
MT,4.A.1 - Forest Land remaining forest land,-0.00775,2003.0
MT,4.A.1 - Forest Land remaining forest land,-0.0068,2009.0
MT,4.A.1 - Forest Land remaining forest land,-0.00602,2015.0
MT,4.A.1 - Forest Land remaining forest land,-0.00564,2018.0
MT,4.A.2 - Land converted to forest land,-0.11017,2019.0
MT,4.A.2 - Land converted to forest land,-0.11634,2020.0
MT,4.B - Cropland,-1.98901,1998.0
MT,4.B - Cropland,-1.84892,2000.0
MT,4.B.1 - Cropland remaining cropland,-1.6127,1992.0
MT,4.B.1 - Cropland remaining cropland,-1.48141,1995.0
MT,4.B.1 - Cropland remaining cropland,-1.41218,1997.0
MT,4.B.1 - Cropland remaining cropland,-0.94197,2010.0
MT,4.B.1 - Cropland remaining cropland,-0.91103,2011.0
MT,4.B.1 - Cropland remaining cropland,-1.24912,2019.0
MT,4.B.2 - Land converted to cropland,-0.7764,1994.0
MT,4.B.2 - Land converted to cropland,-0.54564,2001.0
MT,4.B.2 - Land converted to cropland,-0.97684,2018.0
MT,4.B.2 - Land converted to cropland,-0.97684,2021.0
MT,4.C - Grassland,-11.0818,1990.0
MT,4.C - Grassland,-8.9789,1996.0
MT,4.C.1 - Grassland remaining grassland,-0.01311,2010.0
MT,4.C.1 - Grassland remaining grassland,-0.01311,2013.0
MT,4.C.1 - Grassland remaining grassland,-0.01311,2016.0
MT,4.C.1 - Grassland remaining grassland,-0.01311,2019.0
MT,4.C.2 - Land converted to grassland,-11.0818,1990.0
MT,4.C.2 - Land converted to grassland,-8.50271,1998.0
MT,4.C.2 - Land converted to grassland,-5.2958,2003.0
MT,4.C.2 - Land converted to grassland,-1.35401,2014.0
MT,4.D - Wetlands,-0.01415,1995.0
MT,4.D - Wetlands,-0.01415,1998.0
MT,4.D - Wetlands,-0.01415,2001.0
MT,4.D - Wetlands,-0.01415,2004.0
MT,4.D - Wetlands,-0.01352,2010.0
MT,4.D - Wetlands,-0.01352,2013.0
MT,4.D - Wetlands,-0.01352,2016.0
MT,4.D.1 - Wetlands remaining wetlands,-0.0033,2005.0
MT,4.D.1 - Wetlands remaining wetlands,-0.0033,2008.0
MT,4.D.1 - Wetlands remaining wetlands,-0.01352,2011.0
MT,4.D.1 - Wetlands remaining wetlands,-0.01352,2014.0
MT,4.D.2 - Land converted to wetlands,-0.01085,1992.0
MT,4.D.2 - Land converted to wetlands,-0.01085,1995.0
MT,4.D.2 - Land converted to wetlands,-0.01085,1998.0
MT,4.A - Forest Land,-0.01073,1995.0
MT,4.A - Forest Land,-0.10784,2015.0
MT,4.A - Forest Land,-0.10853,2016.0
MT,4.A - Forest Land,-0.10923,2017.0
MT,4.A - Forest Land,-0.1361,2023.0
MT,4.A.1 - Forest Land remaining forest land,-0.01324,1990.0
MT,4.A.1 - Forest Land remaining forest land,-0.01023,1996.0
MT,4.A.1 - Forest Land remaining forest land,-0.00822,2000.0
MT,4.A.1 - Forest Land remaining forest land,-0.00508,2023.0
MT,4.A.2 - Land converted to forest land,-0.07755,2010.0
MT,4.A.2 - Land converted to forest land,-0.0782,2011.0
MT,4.A.2 - Land converted to forest land,-0.12586,2022.0
MT,4.B - Cropland,-1.95634,1999.0
MT,4.B - Cropland,-1.59808,2023.0
MT,4.B.1 - Cropland remaining cropland,-1.15352,1991.0
MT,4.B.1 - Cropland remaining cropland,-0.88975,2023.0
MT,4.B.2 - Land converted to cropland,-0.26988,2005.0
MT,4.B.2 - Land converted to cropland,-0.70834,2023.0
MT,4.C - Grassland,-9.58557,1994.0
MT,4.C - Grassland,-2.99073,2007.0
MT,4.C - Grassland,-1.36712,2010.0
MT,4.C - Grassland,-1.36712,2013.0
MT,4.C - Grassland,-1.36712,2016.0
MT,4.C - Grassland,-3.07442,2020.0
MT,4.C.1 - Grassland remaining grassland,-0.01311,2004.0
MT,4.C.1 - Grassland remaining grassland,-0.01311,2007.0
MT,4.C.2 - Land converted to grassland,-5.2958,2002.0
MT,4.C.2 - Land converted to grassland,-1.83721,2009.0
MT,4.C.2 - Land converted to grassland,-3.00802,2022.0
MT,4.D - Wetlands,-0.01415,1991.0
MT,4.D - Wetlands,-0.01415,1994.0
MT,4.D - Wetlands,-0.01415,1997.0
MT,4.D - Wetlands,-0.01415,2000.0
MT,4.D - Wetlands,-0.01352,2019.0
MT,4.D - Wetlands,-0.01352,2022.0
MT,4.D.1 - Wetlands remaining wetlands,-0.0033,2009.0
MT,4.D.1 - Wetlands remaining wetlands,-0.01352,2010.0
MT,4.D.2 - Land converted to wetlands,-0.01085,2001.0
MT,4.D.2 - Land converted to wetlands,-0.01085,2004.0
MT,4.D.2 - Land converted to wetlands,-0.01085,2007.0
LT,4.A - Forest Land,-6168.96822,1992.0
LT,4.A - Forest Land,-7473.14601,1998.0
LT,4.A - Forest Land,-7697.43929,2009.0
LT,4.A - Forest Land,-8741.98644,2010.0
LT,4.A - Forest Land,-6764.04571,2015.0
LT,4.A.1 - Forest Land remaining forest land,-4608.79997,2002.0
LT,4.A.1 - Forest Land remaining forest land,-3497.57812,2003.0
LT,4.A.1 - Forest Land remaining forest land,-5804.99671,2008.0
LT,4.A.1 - Forest Land remaining forest land,-6944.14094,2009.0
LT,4.A.2 - Land converted to forest land,-723.49524,1992.0
LT,4.A.2 - Land converted to forest land,-760.90633,1995.0
LT,4.A.2 - Land converted to forest land,-780.32783,1999.0
LT,4.A.2 - Land converted to forest land,-715.63885,2001.0
LT,4.A.2 - Land converted to forest land,-726.65576,2006.0
LT,4.B.1 - Cropland remaining cropland,-931.51923,2018.0
LT,4.C - Grassland,-1833.52083,1999.0
LT,4.C - Grassland,-1188.08372,2015.0
LT,4.C - Grassland,-282.44484,2021.0
LT,4.C.2 - Land converted to grassland,-2647.24524,1996.0
LT,4.C.2 - Land converted to grassland,-3541.04839,2007.0
LT,4.C.2 - Land converted to grassland,-2734.77813,2015.0
LT,4.C.2 - Land converted to grassland,-1461.26439,2023.0
LT,4.G - Harvested Wood Products,-254.11689,1991.0
LT,4.G - Harvested Wood Products,-1339.82177,2013.0
LT,4.G - Harvested Wood Products,-1009.41696,2016.0
NL,4.A - Forest Land,-2568.08165,2003.0
NL,4.A - Forest Land,-2887.39296,2010.0
NL,4.A - Forest Land,-2910.76938,2011.0
NL,4.A - Forest Land,-2426.93798,2014.0
NL,4.A - Forest Land,-2323.21786,2021.0
NL,4.A.1 - Forest Land remaining forest land,-1618.50816,1995.0
NL,4.A.1 - Forest Land remaining forest land,-1659.50674,1996.0
NL,4.A.1 - Forest Land remaining forest land,-1806.31321,2005.0
NL,4.A.1 - Forest Land remaining forest land,-2028.94637,2008.0
NL,4.A.1 - Forest Land remaining forest land,-2056.89397,2012.0
NL,4.A.2 - Land converted to forest land,-799.12181,1995.0
NL,4.A.2 - Land converted to forest land,-772.41493,2002.0
NL,4.A.2 - Land converted to forest land,-828.25211,2007.0
NL,4.A.2 - Land converted to forest land,-702.04369,2022.0
NL,4.C.2 - Land converted to grassland,-689.53794,1990.0
NL,4.C.2 - Land converted to grassland,-523.3739,1996.0
NL,4.C.2 - Land converted to grassland,-675.05546,2007.0
NL,4.C.2 - Land converted to grassland,-631.62919,2017.0
NL,4.C.2 - Land converted to grassland,-712.69589,2020.0
NL,4.A - Forest Land,-2383.67722,1994.0
NL,4.A - Forest Land,-2417.62997,1995.0
NL,4.A - Forest Land,-2861.43293,2008.0
NL,4.A.1 - Forest Land remaining forest land,-1392.68909,1990.0
NL,4.A.1 - Forest Land remaining forest land,-1741.48276,1998.0
NL,4.A.1 - Forest Land remaining forest land,-1786.90181,2000.0
NL,4.A.1 - Forest Land remaining forest land,-1622.18737,2016.0
NL,4.A.1 - Forest Land remaining forest land,-1356.94596,2023.0
NL,4.A.2 - Land converted to forest land,-806.10064,1994.0
NL,4.A.2 - Land converted to forest land,-837.05915,2010.0
NL,4.A.2 - Land converted to forest land,-856.01894,2011.0
NL,4.A.2 - Land converted to forest land,-785.83993,2014.0
NL,4.C.2 - Land converted to grassland,-653.34195,1991.0
NL,4.C.2 - Land converted to grassland,-558.54582,1994.0
NL,4.C.2 - Land converted to grassland,-467.66123,2001.0
NL,4.C.2 - Land converted to grassland,-436.72141,2012.0
NL,4.G - Harvested Wood Products,-14.33958,2000.0
LU,4.A - Forest Land,-501.68743,1994.0
LU,4.A - Forest Land,-649.42941,1999.0
LU,4.A - Forest Land,-235.04462,2010.0
LU,4.A - Forest Land,-435.21779,2017.0
LU,4.A.1 - Forest Land remaining forest land,-10.12237,1990.0
LU,4.A.1 - Forest Land remaining forest land,-607.66241,2003.0
LU,4.A.1 - Forest Land remaining forest land,-437.99868,2007.0
LU,4.A.2 - Land converted to forest land,-43.16997,1990.0
LU,4.A.2 - Land converted to forest land,-41.91154,2000.0
LU,4.A.2 - Land converted to forest land,-34.04304,2009.0
LU,4.B - Cropland,-71.49772,2018.0
LU,4.B - Cropland,-74.40601,2021.0
LU,4.B - Cropland,-75.51867,2023.0
LU,4.B.1 - Cropland remaining cropland,-37.27764,2013.0
LU,4.B.1 - Cropland remaining cropland,-75.75494,2021.0
LU,4.C - Grassland,-68.01607,1990.0
LU,4.C - Grassland,-62.18914,1999.0
LU,4.C - Grassland,-61.28632,2001.0
LU,4.C - Grassland,-51.59607,2004.0
LU,4.C - Grassland,-49.05621,2008.0
LU,4.C - Grassland,-30.87016,2012.0
LU,4.C - Grassland,-6.34679,2020.0
LU,4.C - Grassland,-5.50801,2021.0
LU,4.C.2 - Land converted to grassland,-68.65449,1997.0
LU,4.C.2 - Land converted to grassland,-42.6038,2007.0
LU,4.C.2 - Land converted to grassland,-30.87016,2012.0
LU,4.C.2 - Land converted to grassland,-20.10563,2013.0
LU,4.C.2 - Land converted to grassland,-13.47687,2017.0
LU,4.C.2 - Land converted to grassland,-12.37752,2018.0
LU,4.G - Harvested Wood Products,-25.27219,1998.0
LU,4.G - Harvested Wood Products,-15.16501,1999.0
LU,4.G - Harvested Wood Products,-10.15756,2002.0
LU,4.G - Harvested Wood Products,-36.85452,2011.0
LU,4.G - Harvested Wood Products,-20.81023,2016.0
NO,4.A - Forest Land,-13261.01097,1996.0
NO,4.A - Forest Land,-24431.30768,2007.0
NO,4.A - Forest Land,-29723.64948,2008.0
NO,4.A - Forest Land,-25830.81785,2013.0
NO,4.A - Forest Land,-23833.45765,2014.0
NO,4.A - Forest Land,-20159.85517,2017.0
NO,4.A - Forest Land,-14645.51679,2021.0
NO,4.A.1 - Forest Land remaining forest land,-28437.34666,2009.0
NO,4.A.1 - Forest Land remaining forest land,-13852.67618,2021.0
NO,4.A.2 - Land converted to forest land,-439.69178,1990.0
NO,4.A.2 - Land converted to forest land,-416.16866,1995.0
NO,4.C - Grassland,-99.28004,2002.0
NO,4.C - Grassland,-108.27782,2004.0
NO,4.C.1 - Grassland remaining grassland,-186.47449,1990.0
NO,4.C.1 - Grassland remaining grassland,-191.47126,2005.0
NO,4.C.1 - Grassland remaining grassland,-222.48067,2009.0
NO,4.C.1 - Grassland remaining grassland,-410.44493,2017.0
NO,4.G - Harvested Wood Products,-532.36,2001.0
NO,4.G - Harvested Wood Products,-132.28,2003.0
NO,4.G - Harvested Wood Products,-382.08,2018.0
LU,4.A - Forest Land,-53.29233,1990.0
LU,4.A - Forest Land,-526.94344,1992.0
LU,4.A - Forest Land,-676.40161,2004.0
LU,4.A.1 - Forest Land remaining forest land,-458.19012,1994.0
LU,4.A.1 - Forest Land remaining forest land,-530.12524,1998.0
LU,4.A.1 - Forest Land remaining forest land,-545.67487,2013.0
LU,4.A.1 - Forest Land remaining forest land,-458.5281,2014.0
LU,4.A.1 - Forest Land remaining forest land,-478.9998,2016.0
LU,4.A.1 - Forest Land remaining forest land,-635.29695,2021.0
LU,4.A.2 - Land converted to forest land,-43.32245,1998.0
LU,4.A.2 - Land converted to forest land,-38.2959,2006.0
LU,4.A.2 - Land converted to forest land,-28.30885,2012.0
LU,4.A.2 - Land converted to forest land,-20.72728,2016.0
LU,4.A.2 - Land converted to forest land,-11.42123,2022.0
LU,4.B - Cropland,-44.87957,2015.0
LU,4.B - Cropland,-73.88148,2019.0
LU,4.B.1 - Cropland remaining cropland,-3.36817,2010.0
LU,4.B.1 - Cropland remaining cropland,-64.12987,2015.0
LU,4.B.1 - Cropland remaining cropland,-75.79318,2023.0
LU,4.C - Grassland,-68.12496,1992.0
LU,4.C - Grassland,-68.65449,1997.0
LU,4.C - Grassland,-13.47687,2017.0
LU,4.C - Grassland,-3.80962,2023.0
NO,4.A - Forest Land,-20958.09605,2000.0
NO,4.A - Forest Land,-22941.20013,2006.0
NO,4.A - Forest Land,-20306.75701,2015.0
NO,4.A - Forest Land,-19673.75163,2020.0
NO,4.A.1 - Forest Land remaining forest land,-28308.87198,2012.0
NO,4.A.1 - Forest Land remaining forest land,-25145.61305,2013.0
NO,4.A.1 - Forest Land remaining forest land,-19577.87636,2015.0
NO,4.A.1 - Forest Land remaining forest land,-18873.55819,2020.0
NO,4.A.2 - Land converted to forest land,-417.52354,1994.0
NO,4.A.2 - Land converted to forest land,-392.01321,1996.0
NO,4.A.2 - Land converted to forest land,-479.25743,2009.0
NO,4.C - Grassland,-59.41282,2001.0
NO,4.C - Grassland,-193.98482,2018.0
NO,4.C.1 - Grassland remaining grassland,-178.0084,1998.0
NO,4.C.1 - Grassland remaining grassland,-198.53152,2004.0
NO,4.C.1 - Grassland remaining grassland,-228.39646,2011.0
NO,4.C.1 - Grassland remaining grassland,-446.32293,2018.0
NO,4.C.1 - Grassland remaining grassland,-439.92161,2020.0
LU,4.G - Harvested Wood Products,-26.94829,2010.0
LU,4.G - Harvested Wood Products,-34.62283,2012.0
LU,4.G - Harvested Wood Products,-24.15967,2013.0
LU,4.G - Harvested Wood Products,-3.85819,2022.0
NO,4.G - Harvested Wood Products,-644.15,1997.0
NO,4.G - Harvested Wood Products,-197.55,2004.0
LV,4.A - Forest Land,-8663.00718,2004.0
LV,4.A - Forest Land,-9173.13058,2006.0
LV,4.A - Forest Land,-3893.50819,2018.0
LV,4.A.1 - Forest Land remaining forest land,-17352.4908,1992.0
LV,4.A.1 - Forest Land remaining forest land,-17268.17415,1993.0
LV,4.A.1 - Forest Land remaining forest land,-5373.72224,2012.0
LV,4.A.1 - Forest Land remaining forest land,-4888.79586,2019.0
LV,4.A.2 - Land converted to forest land,-157.42869,2012.0
LV,4.A.2 - Land converted to forest land,-174.02647,2013.0
LV,4.C.2 - Land converted to grassland,-83.9837,1992.0
LV,4.C.2 - Land converted to grassland,-48.72179,1995.0
LV,4.E.1 - Settlements remaining settlements,-55.84981,1990.0
LV,4.E.1 - Settlements remaining settlements,-66.79162,2003.0
LV,4.E.1 - Settlements remaining settlements,-66.46507,2004.0
LV,4.E.1 - Settlements remaining settlements,-65.60549,2006.0
LV,4.G - Harvested Wood Products,-2191.54397,2005.0
LV,4.G - Harvested Wood Products,-2296.69,2018.0
LV,4.A - Forest Land,-17795.40377,1991.0
LV,4.A - Forest Land,-18176.64402,1996.0
LV,4.A.1 - Forest Land remaining forest land,-18152.1708,1996.0
LV,4.A.1 - Forest Land remaining forest land,-15488.91312,1997.0
LV,4.A.1 - Forest Land remaining forest land,-13190.35439,2000.0
LV,4.A.1 - Forest Land remaining forest land,-8565.08173,2004.0
LV,4.A.1 - Forest Land remaining forest land,-260.36248,2014.0
LV,4.A.1 - Forest Land remaining forest land,-1852.47464,2015.0
LV,4.A.2 - Land converted to forest land,-13.23886,1992.0
LV,4.A.2 - Land converted to forest land,-24.47322,1996.0
LV,4.A.2 - Land converted to forest land,-110.56343,2005.0
LV,4.A.2 - Land converted to forest land,-186.51825,2014.0
LV,4.A.2 - Land converted to forest land,-245.7137,2022.0
LV,4.C.2 - Land converted to grassland,-95.98587,1991.0
LV,4.C.2 - Land converted to grassland,-60.35167,1994.0
LV,4.C.2 - Land converted to grassland,-17.00054,1996.0
LV,4.E - Settlements,-25.25637,1993.0
LV,4.E - Settlements,-9.72515,1997.0
